Something	601-030116-MW_(Rat230_2).CEL	602-030116-MW_(Rat230_2).CEL	603-030116-MW_(Rat230_2).CEL	605-030116-MW_(Rat230_2).CEL	607-030116-MW_(Rat230_2).CEL	608-030116-MW_(Rat230_2).CEL	609-030116-MW_(Rat230_2).CEL	610-030116-MW_(Rat230_2).CEL	612-030116-MW_(Rat230_2).CEL	613-030116-MW_(Rat230_2).CEL	614-030116-MW_(Rat230_2).CEL	615-030116-MW_(Rat230_2).CEL	616-030116-MW_(Rat230_2).CEL	618-030116-MW_(Rat230_2).CEL	619-030116-MW_(Rat230_2).CEL	620-030116-MW_(Rat230_2).CEL	621-030116-MW_(Rat230_2).CEL	622-030116-MW_(Rat230_2).CEL	623-030116-MW_(Rat230_2).CEL	625-030116-MW_(Rat230_2).CEL	627-030116-MW_(Rat230_2).CEL	628-030116-MW_(Rat230_2).CEL	629-030116-MW_(Rat230_2).CEL	630-030116-MW_(Rat230_2).CEL	631-030116-MW_(Rat230_2).CEL	632-030116-MW_(Rat230_2).CEL	633-030116-MW_(Rat230_2).CEL	635-030116-MW_(Rat230_2).CEL	636-030116-MW_(Rat230_2).CEL
1398820_at	6.6212163	6.601322	6.542782	6.4619894	6.5918574	6.6639466	6.389767	6.6999846	6.3431296	6.837012	6.5550804	6.655321	6.595886	6.566255	6.667444	6.541014	6.615243	6.631079	6.523814	6.382562	6.5731454	6.639742	6.8029222	6.414479	6.5444827	6.417768	6.3224983	6.722377	6.3909225
1398821_s_at	4.3563576	4.3270764	4.3498697	4.013929	4.301433	4.0881286	3.8433228	4.183836	4.0705395	4.189311	4.005769	4.200794	4.02619	4.0717964	4.091981	3.834678	4.1726246	3.931483	4.1975207	4.234945	4.152543	4.0438356	4.1181593	4.1281996	4.3059745	4.048655	4.0435157	4.2948804	3.8193996
1398822_at	9.891073	10.159573	10.052209	10.051571	10.073219	9.970004	9.993314	10.038869	9.871453	9.951455	10.008349	9.891268	10.125286	10.124871	10.003354	10.109572	10.064333	10.188506	9.929933	9.979768	10.072602	9.889193	10.1109085	10.033951	9.938755	9.967301	10.008686	9.877619	10.077825
1398823_at	7.617606	8.1658535	8.049229	8.032025	8.0273285	7.917185	8.096274	8.077773	8.002859	8.104133	7.980586	7.9598904	8.094704	8.1647	7.9776993	8.139266	8.263287	8.174893	7.872656	7.995052	8.027429	7.846573	8.055032	8.078948	7.9192905	7.8644104	8.030831	7.8514	8.22554
1398824_at	10.304166	10.77815	10.501302	10.530547	10.631999	10.496403	10.514454	10.526046	10.435135	10.5453615	10.477674	10.440693	10.567819	10.639695	10.560435	10.732993	10.572228	10.714327	10.369407	10.526169	10.512333	10.360525	10.616956	10.417778	10.412615	10.454926	10.507044	10.34462	10.62664
1398825_at	7.0857363	7.3443317	7.303975	7.194001	7.3344884	7.2903943	7.288182	7.071094	7.3253174	7.3017516	7.2087526	7.2747507	7.3488894	7.218187	7.296693	7.3329606	7.268531	7.2252507	7.262021	7.384678	7.266357	7.440779	7.352429	7.4191036	7.5478005	7.2096777	7.427537	7.322674	7.2774553
1398826_s_at	8.92926	8.746216	8.742529	8.832609	8.877195	8.838074	8.891005	8.721222	8.847414	8.7412815	8.867943	8.817806	8.861454	8.939379	8.842096	8.915804	8.696402	8.706516	8.771574	8.907919	8.588156	8.685438	8.73741	8.902266	8.794708	8.824504	8.856522	8.8934555	8.747168
1398827_at	12.349498	12.19835	12.327941	12.2767935	12.228075	12.23408	12.322686	12.205701	12.213513	12.259018	12.201144	12.256317	12.211734	12.275843	12.330118	12.275051	12.30467	12.202323	12.249756	12.205406	12.295998	12.297768	12.238511	12.29203	12.299859	12.318915	12.159588	12.30654	12.2742405
1398828_at	9.980263	10.0673275	10.075411	10.040624	10.057392	10.099437	9.981896	10.066946	9.996299	10.097266	10.045283	10.014558	9.975426	10.023046	10.154291	10.139456	10.201188	10.115076	9.994264	10.203774	10.2159	10.0583515	10.175496	9.928209	10.11163	10.080093	9.989433	10.129143	10.171768
1398829_at	10.273517	10.331821	10.312414	10.294781	10.290678	10.363316	10.239441	10.35709	10.254566	10.363449	10.264848	10.194193	10.3398285	10.364075	10.323677	10.430178	10.39941	10.290012	10.260498	10.445326	10.424862	10.347456	10.36495	10.254986	10.327778	10.410372	10.1793995	10.355419	10.330135
1398830_at	11.752501	11.776348	11.71773	11.622692	11.843439	11.863422	11.646956	11.591844	11.969931	11.730394	11.802645	11.868248	11.7805	11.75127	11.732706	11.890529	11.676962	11.829344	11.707525	11.9694	11.816658	11.733655	11.837114	11.663346	11.687815	11.666883	11.883771	11.874284	11.735509
1398831_at	11.454198	11.5810995	11.397106	11.401842	11.501052	11.495864	11.438528	11.4037485	11.522605	11.413413	11.399592	11.485714	11.511769	11.507773	11.440866	11.643661	11.404303	11.441244	11.512915	11.546257	11.437378	11.427571	11.441944	11.518315	11.378571	11.399803	11.646452	11.390154	11.49976
1398832_at	10.27894	10.278904	10.242325	10.245466	10.288116	10.444071	10.178816	10.339073	10.707125	10.238491	10.296425	10.141838	10.389187	10.266699	10.329357	10.16361	10.203085	10.550264	10.259453	10.263172	10.315432	10.306629	10.463497	10.209366	10.217396	10.423483	10.089479	10.279598	10.291443
1398833_at	7.4962764	7.668545	7.554253	7.5879965	7.496441	7.5521917	7.604645	7.5768347	7.5872793	7.499667	7.6132755	7.525481	7.4207172	7.5212507	7.558576	7.7163877	7.4031925	7.676573	7.412805	7.3304377	7.391962	7.5974684	7.6382384	7.5434437	7.6499643	7.708146	7.7419558	7.267969	7.482217
1398834_at	9.820044	9.863693	9.818804	9.7847595	9.87805	10.036333	9.883265	9.820642	9.874566	9.904213	9.891865	9.894945	9.911472	10.039679	9.923672	10.110937	9.796375	9.837061	9.729366	9.956926	9.89867	9.814695	9.933094	9.888571	9.816204	9.842314	9.909891	9.75168	9.929323
1398835_at	12.941166	12.892649	12.76794	12.872413	12.821396	12.913116	12.93509	12.853525	12.908965	12.885351	12.934778	12.90929	13.048574	12.917485	12.809309	12.884497	12.773335	12.900762	12.928727	13.02106	12.773991	12.742303	12.92854	12.841821	12.859515	12.910319	12.908709	12.837052	12.845262
1398836_s_at	12.773686	12.81507	12.666838	12.717386	12.749652	12.792144	12.8124485	12.699235	12.784835	12.734741	12.829072	12.766361	12.934803	12.813314	12.676416	12.745389	12.648328	12.827303	12.817717	12.800408	12.649326	12.551736	12.777859	12.689888	12.711235	12.809772	12.734741	12.8091545	12.755508
1398837_at	11.050156	11.086111	11.141742	10.996746	11.091739	11.164613	11.04688	11.061918	11.155221	11.195211	10.9700775	11.1561165	11.029757	11.279414	11.041463	11.288747	11.017221	11.113554	10.976752	11.222205	11.190322	11.069764	11.109189	11.0186825	10.926609	11.032667	11.138586	11.10618	11.1461115
1398838_at	9.412537	9.733566	9.703871	9.482115	9.613667	9.526174	9.728944	9.522417	9.441068	9.488877	9.575734	9.476871	9.657326	9.757528	9.572954	9.735418	9.689505	9.648423	9.414304	9.719336	9.682777	9.517878	9.550135	9.796883	9.700654	9.569527	9.689639	9.614149	9.803863
1398839_at	12.856583	12.869647	12.682879	12.805222	12.88931	12.751939	12.750405	12.73383	12.810521	12.761483	12.729483	12.832986	12.861041	12.823977	12.803843	12.980039	12.780327	12.684976	12.865904	12.960941	12.864021	12.830648	12.8499565	12.862964	12.792989	12.837402	13.0268755	12.869198	12.927748
1398840_at	7.573621	7.5408406	7.6599736	7.4822516	7.7339215	7.7345757	7.5260215	7.500046	7.712631	7.4756956	7.6661367	7.754972	7.770611	7.49555	7.7527747	7.794503	7.524824	7.6606274	7.809579	7.697728	7.7079186	7.54335	7.710965	7.716227	7.7240963	7.6165566	7.710482	7.7437873	7.556554
1398841_at	11.900005	11.971667	11.944107	11.994145	11.892438	11.825841	11.969021	11.994718	11.86342	11.903949	11.963902	11.847161	11.914009	11.968809	11.834781	11.929106	11.925233	11.846002	11.991504	11.988506	11.796857	11.975652	11.830675	11.929602	11.8473	11.954804	11.880451	11.892928	11.97161
1398842_at	10.66205	10.620661	10.947012	10.900843	10.63912	10.93058	11.021704	10.884291	10.995708	10.762928	11.123718	10.752604	10.669611	10.802303	10.806097	10.498566	10.707275	10.946531	10.824299	10.777405	10.822409	10.4747925	10.991177	10.628868	10.715961	11.09399	10.443108	10.820974	10.897808
1398843_at	11.475756	11.418894	11.371815	11.4920635	11.392015	11.414047	11.501421	11.380873	11.577934	11.363394	11.4257145	11.40304	11.323595	11.385178	11.372841	11.375347	11.390509	11.473232	11.427904	11.48373	11.436943	11.443529	11.438963	11.36883	11.351891	11.479778	11.303221	11.475649	11.34094
1398844_at	9.808176	9.821583	9.778822	9.750786	9.67559	9.822785	9.81913	9.717199	9.742743	9.70842	9.7822075	9.877596	9.886314	9.80571	9.7097645	10.066412	9.841724	9.633818	9.777246	9.821888	9.744579	9.6593685	9.618751	9.900181	9.884207	9.600592	9.910933	9.634249	9.786884
1398845_at	9.890215	9.996904	9.963008	9.877159	9.780378	9.923147	10.068125	9.824553	10.079882	9.882376	9.961315	9.871304	9.955339	10.049234	9.976152	9.988674	9.908777	10.032528	9.822126	9.911945	9.901604	9.776358	10.069176	9.956549	9.800291	9.961298	9.747236	9.9230175	9.981302
1398846_at	10.42391	10.617376	9.981474	10.512829	10.472202	10.2873	10.189935	9.910334	10.57523	10.474979	10.191229	10.415968	10.506807	9.996056	10.269887	10.269819	9.8729515	10.557852	10.389507	10.517004	10.1238365	10.070366	10.46303	10.374363	10.280029	10.17388	10.353419	10.515679	10.160149
1398847_at	10.355547	10.394738	10.15742	10.260725	10.592342	10.564995	10.234407	10.44089	10.773701	10.408509	10.373447	10.4495325	10.555152	10.198725	10.586359	10.487771	10.088405	10.465583	10.3978615	10.382152	10.498822	10.501001	10.449292	10.259311	10.287939	10.356293	10.290873	10.180102	10.308586
1398848_at	11.526751	11.506647	11.578517	11.509972	11.393934	11.572469	11.53097	11.551486	11.453975	11.469854	11.512627	11.359969	11.46888	11.649883	11.520845	11.569224	11.533993	11.594806	11.5018215	11.519585	11.600235	11.504343	11.565529	11.48964	11.53286	11.592203	11.413513	11.481335	11.596433
1398849_at	10.383024	10.539434	10.671835	10.519396	10.409124	10.367901	10.592539	10.419537	10.454832	10.550884	10.44038	10.42363	10.447393	10.592621	10.307133	10.419594	10.566059	10.442356	10.473707	10.242395	10.383722	10.53882	10.456921	10.535534	10.497084	10.310314	10.361481	10.267946	10.444813
1398850_at	13.007716	13.037248	12.9786	12.958181	12.988636	13.005625	12.906662	12.8978	13.010267	12.907591	12.937221	13.051838	12.990721	13.055033	12.919995	13.135957	12.950083	13.02585	13.003929	13.045008	13.008949	12.957373	12.958933	12.986168	12.911858	12.93582	13.072994	12.935677	13.016389
1398851_at	10.311882	10.364162	10.470505	10.409206	10.366129	10.536547	10.457914	10.442053	10.521248	10.3298645	10.504938	10.4302025	10.4302025	10.511148	10.437225	10.43153	10.476995	10.481743	10.409412	10.418474	10.374214	10.333288	10.5351925	10.40773	10.3975525	10.45488	10.26656	10.402676	10.3639145
1398852_at	12.383274	12.410136	12.326186	12.371389	12.459505	12.426254	12.310913	12.28103	12.508436	12.329257	12.387222	12.477699	12.376759	12.345909	12.339665	12.485565	12.2891245	12.422251	12.391079	12.389851	12.37042	12.30923	12.425695	12.317384	12.350767	12.351807	12.548691	12.428526	12.377321
1398853_at	10.363558	10.444708	10.428221	10.406266	10.474751	10.345039	10.393497	10.448011	10.345877	10.478321	10.45999	10.321357	10.53266	10.561369	10.399651	10.524664	10.533571	10.247462	10.463651	10.525776	10.382877	10.442824	10.372688	10.556129	10.351308	10.365458	10.400314	10.489981	10.524303
1398854_at	11.929544	11.980013	11.834951	11.89059	12.070114	12.044582	11.857987	11.742079	12.12161	11.913631	12.029029	12.0233755	12.030053	11.93508	11.8841715	12.081209	11.830468	12.08085	11.936617	12.036241	11.888283	11.881488	12.019554	11.845993	11.800817	11.866031	11.981318	11.983086	11.910122
1398855_at	12.270863	12.406113	12.372569	12.271968	12.3535795	12.339152	12.287275	12.345513	12.285456	12.288307	12.343204	12.332548	12.41851	12.348353	12.308311	12.413985	12.36534	12.345959	12.333191	12.408206	12.3771305	12.284335	12.317226	12.341175	12.390976	12.299171	12.379531	12.351893	12.380508
1398856_at	10.331208	10.500109	10.342738	10.406258	10.310059	10.451189	10.433861	10.343675	10.382726	10.444937	10.435696	10.406335	10.43603	10.416369	10.345721	10.510218	10.376086	10.425123	10.377243	10.395523	10.390038	10.417172	10.394277	10.352897	10.3505945	10.340898	10.483015	10.213087	10.4321785
1398857_at	8.265941	8.563848	8.356494	8.571126	8.4964	8.52807	8.50369	8.415028	8.495908	8.490337	8.424419	8.520348	8.412762	8.448338	8.51582	8.545898	8.541954	8.508696	8.501653	8.682606	8.557111	8.373811	8.515556	8.535373	8.640064	8.547825	8.499187	8.370142	8.518461
1398858_at	9.916315	9.877186	9.979904	9.9991	9.833149	10.205338	9.954511	10.109309	9.949401	10.038175	10.178634	9.801739	10.084069	10.080665	10.022398	9.9074955	10.040714	10.219833	10.011858	9.8781805	9.934614	9.87966	10.17314	10.022604	9.885968	10.145662	9.813636	10.012992	10.007764
1398859_at	9.254549	9.313076	9.355726	9.414554	9.190565	9.366058	9.4198	9.389091	9.458635	9.3490505	9.371717	9.367596	9.225422	9.375381	9.283522	9.298862	9.204071	9.337662	9.168493	9.137463	9.189865	9.173669	9.208393	9.27457	9.366558	9.368778	9.142426	9.290714	9.455858
1398860_at	11.164383	11.090278	11.167336	11.221954	11.188904	11.211701	11.24981	11.209158	11.233941	11.252375	11.288661	11.235951	11.225914	11.316902	11.259133	11.364573	11.324736	11.240062	11.215746	11.272137	11.367549	11.259799	11.281837	11.307557	11.252457	11.220336	11.404286	11.225209	11.274754
1398861_at	6.546251	7.0249267	7.154611	7.267016	7.114573	7.110614	7.3796616	7.0396404	7.2666507	7.374062	7.657596	7.105545	7.264294	7.1553483	7.2187886	7.156826	7.1558223	7.508818	6.9130173	7.1913433	7.1157827	7.347333	7.288787	7.2015843	7.2866063	7.4486833	7.077939	7.087521	7.2840495
1398862_at	7.450585	7.3267617	7.1099243	7.4111567	7.5028286	7.154217	7.4766064	7.1257744	7.7416887	7.515111	7.3968616	7.4575806	7.533125	7.1317964	7.446127	7.0099998	7.138509	7.288697	7.422038	7.3461356	7.047801	7.4697766	7.206706	7.321276	7.3312516	7.238152	7.2608414	7.462849	7.253892
1398863_at	9.416853	9.457501	9.498944	9.443809	9.340936	9.469968	9.453688	9.43372	9.316734	9.488284	9.525096	9.38973	9.315768	9.613821	9.565424	9.681999	9.521129	9.476432	9.274681	9.426756	9.537676	9.409415	9.5825205	9.470112	9.549897	9.473661	9.460018	9.092775	9.574485
1398864_at	9.642447	9.766071	9.6448	9.799982	9.60919	9.593723	9.770286	9.59281	9.724605	9.575974	9.560548	9.624976	9.668695	9.598675	9.729377	9.64238	9.65728	9.655985	9.649894	9.8605585	9.669368	9.763703	9.677482	9.78665	9.779407	9.842484	9.7516775	9.781388	9.746756
1398865_at	9.32211	9.329751	9.4165745	9.470665	9.400976	9.322885	9.506166	9.379525	9.497434	9.41826	9.357264	9.411124	9.316756	9.468597	9.4573555	9.355636	9.403712	9.356642	9.31173	9.360129	9.471528	9.405173	9.430359	9.488709	9.367637	9.376563	9.354563	9.193461	9.430897
1398866_at	7.142515	7.368243	7.0504913	7.317343	7.1564837	7.5276966	7.132464	7.481711	6.980585	7.480567	7.4709406	7.244486	7.5552554	7.462521	7.680805	7.5855575	7.6295605	7.593259	7.8341475	7.2745237	7.220684	7.1589565	7.7243786	7.664996	7.6793385	7.7648425	7.399034	7.2039356	7.3567677
1398867_at	9.037691	9.192236	9.073753	9.166422	9.036726	9.304073	9.168968	9.109976	9.326677	9.174692	9.073889	9.08296	9.084232	9.240719	9.146086	9.172571	8.9855385	9.243454	9.023491	9.286808	9.137964	9.064133	9.319845	9.078697	9.027286	9.133722	9.054096	9.063164	9.161282
1398868_at	10.472352	10.577345	10.447897	10.469175	10.6807165	10.675534	10.547422	10.3663845	10.69284	10.581076	10.633986	10.73414	10.693926	10.589031	10.571728	10.752717	10.511635	10.625817	10.441141	10.7532215	10.664569	10.5139265	10.590829	10.624178	10.615734	10.469074	10.701918	10.565982	10.675946
1398869_at	9.730267	10.024223	9.818873	9.859886	9.837429	9.996747	9.832632	9.924531	9.935834	9.938232	10.003745	9.776672	10.03207	9.854815	9.874445	9.864677	9.868055	9.851774	9.8492365	9.966988	9.898757	9.796241	9.971784	9.827396	9.80487	9.899696	9.843024	9.830369	9.819279
1398870_at	10.264149	10.203548	10.068993	10.135387	10.183669	10.197716	10.141325	10.084418	10.573243	10.103759	10.2055435	10.174489	10.179537	10.103924	10.067495	10.089964	10.057691	10.152083	10.280941	10.145203	9.998305	10.252605	10.140556	10.085541	10.051748	10.082247	10.149544	10.111975	10.017986
1398871_at	12.436222	12.467571	12.291949	12.325903	12.482134	12.586092	12.328013	12.205038	12.716457	12.378919	12.476184	12.570123	12.471842	12.347944	12.367205	12.507895	12.192051	12.590431	12.351752	12.552765	12.395333	12.348929	12.509777	12.304508	12.250622	12.269567	12.551837	12.405396	12.353081
1398872_at	12.271893	12.176216	12.272199	12.244139	12.263363	12.37412	12.255357	12.21624	12.402056	12.270747	12.311475	12.415755	12.225597	12.289432	12.197273	12.389238	12.165483	12.373448	12.188621	12.360724	12.30546	12.279555	12.345549	12.241611	12.124072	12.1726675	12.412919	12.148415	12.286066
1398873_at	9.715828	9.74848	9.916567	9.844616	9.787736	10.044194	9.890304	9.839952	9.899267	9.804769	9.922677	9.861126	9.79198	9.929083	9.897379	9.88345	10.009396	9.922066	9.732985	9.88126	9.970631	9.847446	9.956126	9.900955	9.803811	9.948178	9.801024	9.819694	9.954845
1398874_at	9.2117405	9.294069	9.442642	9.231001	9.160042	9.360765	9.322187	9.273825	9.223776	9.168081	9.189978	9.159546	9.134472	9.225557	9.307083	9.239565	9.379993	9.315361	9.176016	9.355248	9.357502	9.241554	9.30373	9.332451	9.342514	9.204987	9.208134	9.227711	9.371456
1398875_at	7.8505945	7.919115	7.827753	7.9403687	8.088394	7.9232674	8.079286	7.8881774	7.941702	8.045681	7.7617006	7.946292	7.9897294	8.021376	7.874229	8.115023	8.039868	7.964618	7.8444963	7.928361	7.993683	7.786159	7.853232	8.006274	7.974433	7.914713	8.188339	7.8945208	8.130014
1398876_at	8.141656	8.040232	8.098484	8.255512	7.9160905	8.334513	8.37219	8.17071	8.458065	8.187616	8.422184	8.079876	8.06123	8.219431	8.16511	8.094311	8.172033	8.370642	8.060447	8.139605	8.299562	8.1621	8.341131	8.223217	8.240938	8.316544	8.255486	8.083452	8.186007
1398877_at	7.382563	7.694291	7.376817	7.5341444	7.425662	7.6011724	7.646578	7.4147873	7.733423	7.664303	7.735696	7.580027	7.5700817	7.710158	7.5038037	7.643885	7.3360825	7.9707837	7.339746	7.5099974	7.153073	7.4339275	7.3919263	7.4154425	7.347245	7.647731	7.652566	7.457276	7.5185447
1398878_at	8.742728	8.570657	8.901987	8.795914	8.82369	8.719822	8.790407	8.783916	8.616332	8.855162	8.742277	8.804474	8.6282625	8.882039	8.873523	8.846583	8.955739	8.689993	8.664931	8.687958	8.88892	9.192503	8.729884	8.858412	8.8472395	8.669232	8.884317	8.709978	8.869797
1398879_at	10.106581	10.225925	10.144772	10.196421	10.226931	10.191799	10.191391	10.113083	10.330616	10.168064	10.185886	10.2571	10.107412	10.147074	10.227453	10.142952	10.047047	10.054878	10.058779	10.074224	10.181225	10.088448	10.0559635	10.067299	10.088556	10.038662	10.041124	10.065241	10.2076
1398880_at	11.899954	11.929718	11.782753	11.887798	11.828524	11.7259035	11.828241	11.759269	11.812105	11.803667	11.710236	11.765433	11.90132	11.866359	11.7039795	11.989	11.7237425	11.756494	12.01932	12.00781	11.786897	11.799583	11.705656	11.885322	11.809473	11.865221	11.944095	11.947709	11.834578
1398881_at	7.087682	7.2631288	7.2183146	7.139501	7.1377473	7.1542916	7.255457	7.1892533	7.100083	7.0441046	7.2695193	7.164821	7.347603	7.2338037	7.2541237	7.115601	7.226782	7.2233105	7.0029054	7.0852637	7.142041	7.0939355	7.136741	7.1201367	7.206221	7.1458783	7.179734	7.04593	7.178326
1398882_at	11.870629	11.862811	11.764571	11.741881	11.92264	12.087043	11.695704	11.724984	12.083889	11.911296	11.997911	11.944403	11.917692	11.808714	11.856579	11.976504	11.703847	12.034115	11.841375	12.053055	11.950566	11.851549	11.983839	11.75178	11.753173	11.804598	12.006523	11.802489	11.88407
1398883_at	10.472179	10.296417	10.299908	10.367035	10.298694	10.463856	10.344134	10.45481	10.212023	10.139175	10.28163	10.292705	10.21235	10.454776	10.187849	10.33725	10.326026	10.160943	10.203756	10.150496	10.197707	10.204805	10.1928005	10.354414	10.093267	10.254688	10.233971	10.215115	10.209629
1398884_at	9.570637	9.48671	9.282261	9.477214	9.7181425	9.416611	9.481205	9.278264	9.6122465	9.573135	9.478411	9.5414	9.543245	9.270279	9.515705	9.591267	9.574606	9.508119	9.577184	9.669095	9.512874	9.389459	9.564489	9.5664	9.444365	9.403062	9.818575	9.567387	9.460476
1398885_at	12.099411	12.103008	12.055309	12.079686	12.13246	12.219198	12.025047	11.982614	12.383326	12.10802	12.196505	12.18886	12.130283	12.073879	12.128249	12.207971	12.045795	12.3124695	12.088604	12.097179	12.041669	12.077045	12.188768	12.03441	12.003761	12.075134	12.192663	12.014591	12.053732
1398886_at	9.461519	9.395481	9.278402	9.472292	9.438929	9.4499	9.331787	9.158779	9.424002	9.093382	9.356865	9.697178	9.292122	9.46982	9.345858	9.770287	9.233227	9.339155	9.125396	9.537899	9.370787	9.519271	9.364248	9.451803	9.354714	9.297311	9.7269745	9.193762	9.446577
1398887_at	10.529951	10.548626	10.49761	10.432115	10.631224	10.531065	10.462368	10.499588	10.588047	10.495804	10.467578	10.59737	10.594994	10.592552	10.5614395	10.638075	10.531059	10.349312	10.523958	10.722406	10.540615	10.481718	10.462924	10.52264	10.558925	10.466866	10.663973	10.664683	10.602837
1398888_at	10.840689	10.796094	10.845346	10.80081	10.660195	10.72204	10.90163	10.724106	10.753593	10.611776	10.673645	10.734791	10.7379875	10.825929	10.522679	10.602324	10.896524	10.641805	10.77479	10.727146	10.63788	10.876608	10.635611	10.906466	10.755397	10.597831	10.671774	10.5780115	10.6953945
1398889_at	9.125069	9.290677	9.234004	9.212985	9.201793	9.435738	9.153109	9.259567	9.424403	9.17972	9.236521	9.256009	9.219226	9.377903	9.294771	9.21638	9.276754	9.421574	9.305846	9.208053	9.425236	9.135792	9.237396	9.18693	9.157593	9.324743	9.180098	9.182119	9.253157
1398890_at	8.221343	8.076525	8.301549	8.139919	8.105109	8.493643	8.285324	8.294303	8.35999	8.24572	8.428456	8.259521	8.007059	8.346664	8.341085	8.389505	8.277672	8.259669	8.120037	8.406723	8.465859	8.239251	8.400828	8.273645	8.375076	8.320425	8.209174	8.032079	8.40043
1398891_at	9.811529	10.027791	9.968255	9.923223	10.156455	10.102692	9.933991	9.914263	10.128324	10.011496	9.942021	9.960661	10.135023	9.912277	9.876226	10.096738	10.002616	10.143926	9.954569	10.147136	10.117346	9.7794075	10.008733	10.012333	10.083714	9.97822	10.189088	10.068249	10.137005
1398892_at	10.575823	10.487215	10.577986	10.605287	10.604157	10.558412	10.587142	10.494016	10.453585	10.557392	10.531357	10.660911	10.571588	10.636075	10.620582	10.613826	10.651064	10.473483	10.598944	10.55182	10.542958	10.561551	10.472655	10.5634	10.45696	10.570903	10.51629	10.634898	10.52232
1398893_at	11.204817	11.114094	11.186125	11.11404	11.087067	11.065575	11.175343	11.135773	11.018671	10.9440365	10.982534	11.08769	11.012007	11.183189	11.134052	11.18676	11.118511	11.053711	11.117504	11.152662	11.09914	11.156944	11.071348	11.223959	11.0842285	11.08086	11.072058	11.164927	11.164064
1398894_at	10.593412	10.624208	10.542868	10.610659	10.571121	10.5972	10.598513	10.559792	10.562435	10.575258	10.644291	10.550327	10.62133	10.557594	10.551674	10.741377	10.695032	10.566944	10.690238	10.686979	10.580495	10.5022335	10.560886	10.61622	10.5886135	10.584307	10.815891	10.590458	10.636032
1398895_at	9.201128	9.266243	9.28982	9.275864	9.274105	9.271797	9.364771	9.286945	9.262207	9.328895	9.341665	9.2648735	9.269377	9.380922	9.273867	9.464465	9.380451	9.288423	9.207001	9.293632	9.249334	9.235039	9.224382	9.326124	9.349609	9.321478	9.358779	9.177526	9.327244
1398896_at	9.620044	9.827035	9.823743	9.774086	9.637106	9.709087	9.86916	9.786768	9.841306	9.729814	9.8063345	9.681312	9.637504	9.85303	9.64963	9.650929	9.767219	9.735522	9.676801	9.721654	9.727163	9.802443	9.621348	9.712667	9.743182	9.722805	9.6754265	9.557002	9.782172
1398897_at	9.211897	9.228956	9.198196	9.253029	9.160437	9.319685	9.308456	9.09136	9.2697	9.242134	9.289001	9.297085	9.343105	9.200045	9.149567	9.3138275	9.161631	9.218449	9.143105	9.282465	9.115559	9.142605	9.144187	9.256088	9.3132	9.272587	9.2165165	9.114344	9.223366
1398898_at	6.9706597	7.2099295	7.0608153	7.032791	7.0671387	6.990017	7.1379943	7.0543804	7.046578	6.9786406	6.999319	6.9523325	6.876964	7.0661163	6.8847475	6.9805737	6.9966383	7.0412283	7.032824	7.208226	7.0688543	7.1802998	6.9394946	7.18844	7.0598674	7.058511	7.0922847	6.9666586	7.169309
1398899_at	7.4601088	7.831305	7.680478	7.64145	7.6794066	7.7157574	7.844615	7.696825	7.845627	7.800167	7.681831	7.7045145	7.7366834	7.8450994	7.6734943	7.788828	7.7556925	7.860858	7.707678	7.7190566	7.7604074	7.8501334	7.6406407	7.738472	7.787692	7.6187315	7.7589407	7.5060863	7.8638783
1398900_at	8.602106	8.739556	8.775961	8.728643	8.817324	8.890976	8.846081	8.695618	8.861151	8.800535	8.811985	8.791909	8.869026	8.78194	8.756166	8.918119	8.71412	8.895206	8.673609	8.798922	8.836771	8.766371	8.809643	8.809202	8.794027	8.712788	8.768663	8.602703	8.896281
1398901_at	8.146742	7.828665	8.488032	7.8744473	7.778654	7.901543	8.417873	7.6844563	8.10847	7.766848	8.154915	7.8793306	7.8665953	7.9778223	7.607364	7.779745	7.738077	7.9465637	7.8141956	8.193788	8.3367405	8.417887	8.022673	8.020621	7.9594474	7.97503	7.9331856	8.074707	8.036314
1398902_at	9.593942	9.551894	9.65143	9.553656	9.549185	9.708052	9.648323	9.55098	9.726334	9.567351	9.794424	9.5529175	9.683674	9.628667	9.59901	9.602972	9.571348	9.661303	9.538439	9.70649	9.583725	9.518789	9.678513	9.54021	9.701338	9.713367	9.576691	9.484993	9.629997
1398903_at	11.500268	11.580418	11.456686	11.533107	11.519721	11.543412	11.554256	11.5153675	11.510345	11.559863	11.657386	11.502902	11.754204	11.531165	11.495592	11.656442	11.486133	11.592614	11.522054	11.5294895	11.610636	11.5660095	11.563175	11.609366	11.560552	11.587185	11.664623	11.545623	11.640587
1398904_at	9.644012	9.589165	9.680584	9.804449	9.623306	9.715717	9.713026	9.724836	9.752398	9.615263	9.775261	9.667969	9.617552	9.79534	9.750427	9.678076	9.791653	9.7915535	9.612759	9.599422	9.686159	9.6838875	9.696329	9.681852	9.673965	9.736942	9.663	9.678215	9.774847
1398905_at	8.75831	8.846529	8.7409725	8.760416	8.780465	8.953738	8.85194	8.778692	8.9281645	9.064032	8.832903	8.929661	8.979369	8.90777	8.942977	9.026296	8.787268	9.005966	8.776249	8.907323	8.894797	8.963276	9.012475	8.919026	8.977685	8.887311	9.16343	8.733544	9.068647
