Something	030816-MW-502_(Rat230_2).CEL	030816-MW-504_(Rat230_2).CEL	030816-MW-506_(Rat230_2).CEL	031516-MW-503_(Rat230_2).CEL	030816-MW-520_(Rat230_2).CEL	030816-MW-508_(Rat230_2).CEL	030816-MW-510_(Rat230_2).CEL	030816-MW-511_(Rat230_2).CEL	031516-MW-509_(Rat230_2).CEL	030816-MW-513_(Rat230_2).CEL	030816-MW-514_(Rat230_2).CEL	030816-MW-515_(Rat230_2).CEL	030816-MW-516_(Rat230_2).CEL	031516-MW-517_(Rat230_2).CEL	030816-MW-526_(Rat230_2).CEL	030816-MW-521_(Rat230_2).CEL	030816-MW-522_(Rat230_2).CEL	030816-MW-523_(Rat230_2).CEL	031516-MW-519_(Rat230_2).CEL	030816-MW-531_(Rat230_2).CEL	030816-MW-528_(Rat230_2).CEL	030816-MW-529_(Rat230_2).CEL	031516-MW-527_(Rat230_2)_2.CEL	031516-MW-530_(Rat230_2).CEL	030816-MW-532_(Rat230_2).CEL	030816-MW-534_(Rat230_2).CEL	031516-MW-535_(Rat230_2).CEL	031516-MW-536_(Rat230_2).CEL	030816-MW-507_(Rat230_2).CEL
1398291_at	2.872023	2.7206573	2.9751382	2.7874968	2.9831083	2.680781	2.7206573	2.7955909	2.9598937	2.8839698	2.8995497	2.7656152	2.6831918	3.158059	2.58586	2.9893048	2.891518	2.873955	2.7726734	2.8638148	2.859695	2.8302922	2.6953917	2.99632	3.0364902	2.9997535	2.8122327	2.752331	2.935632
1398292_at	4.1459246	4.403536	4.1986523	4.1977253	4.2848034	3.9856715	4.235791	4.0587645	4.3681154	4.373356	4.3850813	4.2722187	4.3146477	4.3338146	4.3065524	4.2338552	4.1231728	4.244252	4.095977	4.3581142	3.9945993	4.041114	4.3841925	4.1297617	4.17805	4.1723213	4.1420765	4.534349	4.164649
1398293_a_at	4.5703635	4.37795	4.354424	4.986985	4.2997656	4.6609445	4.2339964	4.318678	4.649478	4.5573263	4.571125	4.4664288	4.276908	4.7277627	4.4784026	4.33217	4.3614135	4.3305473	4.619377	4.4602203	4.403821	4.509618	4.401082	4.929939	4.471302	4.2542343	4.26562	4.364688	4.5197706
1398294_at	5.8288007	5.9260163	5.6652727	5.72873	5.8654985	6.0194054	6.015606	5.8388433	5.713151	6.016101	5.6361885	5.5709887	6.00399	5.843707	5.9391418	5.649393	5.565838	5.9884157	5.9036098	5.91741	5.6892843	5.637418	6.2201695	5.5076046	5.863634	5.643426	5.8413177	5.6058073	5.8517504
1398295_at	8.068384	8.111048	7.8650646	8.021373	8.094837	8.08032	8.002709	7.9897995	7.9424057	7.94853	8.110193	8.497542	7.967903	8.3646965	7.95559	8.029297	8.282343	8.399539	8.156913	8.391885	8.374657	8.295658	8.317768	7.7360616	8.168629	7.969087	8.034208	8.314396	8.276854
1398296_at	9.3208065	9.167542	9.457569	9.3828945	9.46319	9.515055	9.533962	9.172018	8.980837	9.37886	9.252111	9.502516	9.378859	8.999645	9.055386	9.474527	9.316515	9.31393	9.05327	9.440657	9.215574	9.03727	9.675453	9.381361	9.352083	9.2368965	9.321499	9.247782	9.3210335
1398297_at	6.1849356	6.074844	6.0581512	6.1863165	6.325999	6.323725	6.434337	6.1326847	6.234887	6.4552765	6.28075	5.998406	5.8354607	6.3831806	6.279255	6.499635	6.139563	6.094179	6.251087	6.522031	6.106641	6.112488	6.439134	6.2290783	6.1980505	6.038388	6.0819073	6.0166783	6.435418
1398298_at	3.3050628	3.1103861	3.271139	3.4297237	3.1966648	3.1794038	2.911226	3.369503	3.2018285	2.941894	3.1032124	3.0247684	3.2772298	3.5295916	2.9737444	3.044248	3.0998037	3.197133	3.257045	2.9005938	3.1039553	3.1592944	3.2690816	3.4379122	3.0682843	2.992859	3.1208763	3.5026734	3.1829588
1398299_at	4.7538204	5.3306465	5.180331	5.287347	5.029191	5.0137196	5.3757954	5.1989546	5.291005	5.2068825	5.002731	5.045022	4.9597483	5.3050413	5.162422	5.385928	5.119092	5.0415993	5.604457	5.087266	5.4176626	5.0236073	5.1989927	5.2590494	5.1791506	5.1831465	5.1862364	5.213184	5.0588894
1398300_at	9.28811	9.167976	9.181244	9.046443	8.993719	9.217402	9.110267	9.068745	8.913302	9.0984	9.074724	9.126787	9.182635	9.029502	9.084561	9.179839	9.036231	9.168356	8.981712	9.083581	9.075333	9.220921	9.14579	8.716646	9.081983	8.964343	9.067822	8.837558	9.123234
1398301_at	6.973924	6.9953737	6.9064054	6.9780865	7.0109634	7.212734	7.06599	7.1681466	6.873455	7.0350447	7.0139713	7.139653	7.1278286	7.034411	7.1351213	6.969799	6.9773436	7.1076508	6.9481153	6.953327	6.9583697	6.830018	7.0167723	6.842141	6.9661636	6.9517727	6.898644	6.821786	7.154837
1398302_at	2.438939	2.675322	2.5376701	2.6650329	2.4916792	2.280417	2.4521823	2.4847286	2.537077	2.446258	2.5067945	2.3631043	2.3581471	2.7933867	2.1861186	2.4746213	2.66255	2.408815	2.505103	2.3500605	2.6829429	2.292468	2.6322737	2.560832	2.6819372	2.5600176	2.436966	2.5486104	2.3392744
1398303_s_at	8.160627	7.713615	7.799789	7.463026	7.96694	8.048924	7.9017754	7.8877687	7.358713	7.212723	7.700069	7.795207	8.1922245	7.636989	7.7689342	7.7650113	7.9273615	7.9556785	7.8554416	8.119125	7.9646664	7.587139	8.012492	7.4497595	8.02259	7.93182	7.6889815	7.6215315	7.9356484
1398304_at	3.8332672	3.879571	3.8755999	3.8025632	3.7316432	3.8175652	3.7160387	3.6731937	4.0051336	3.5253632	4.023515	3.6659217	3.6106558	3.6633024	3.83418	3.8573508	3.975586	4.088732	3.4310389	3.5203547	3.8810227	3.8473368	3.6337943	3.8487864	3.916612	3.7073689	3.6550741	3.6949985	3.5194643
1398305_at	2.905742	3.1248012	3.3460438	3.3862524	2.9186416	2.8161387	3.0862799	3.2164361	3.2576678	3.1329408	3.0178528	3.1511793	3.1527052	3.3146458	2.8766518	3.09511	3.0499954	3.010469	3.0713022	3.079245	3.0130897	3.1246364	3.2014012	3.164915	3.0379288	3.1360755	3.086424	2.8624086	2.6610446
1398306_at	2.736896	2.745039	2.6751235	2.7931726	2.750506	2.8012867	2.8524919	2.7378771	2.8993087	2.9026506	2.7420025	2.851831	2.6769834	3.0500882	2.9350727	2.712971	2.6608677	2.893455	2.9379487	2.7234428	2.7452703	2.6805449	2.7394776	2.7927873	2.6877785	2.753417	2.7757568	2.9886186	2.7351983
1398307_at	12.338727	12.276398	12.273964	12.305629	12.191171	12.303868	12.241758	12.333981	12.177771	12.258351	12.450575	12.332053	12.079939	12.189356	12.244464	12.258922	12.081049	11.978341	12.123742	12.341834	12.391688	12.229432	12.382783	12.367402	12.516012	12.610895	12.470389	12.475897	12.154076
1398308_at	10.010874	10.271656	10.204048	10.153456	10.077605	10.197081	9.980766	10.279997	10.305489	10.419268	10.2067375	10.289583	10.198952	9.577177	10.232047	10.154707	9.971188	10.06514	9.940704	10.132599	10.293844	10.437595	9.954851	10.169733	10.112877	10.302725	10.348879	10.295279	10.065277
1398309_at	6.474099	6.272658	6.5935254	6.5002837	6.480671	6.46851	6.662071	6.3373885	6.5371704	6.4126678	6.47329	6.3676066	6.453637	6.583076	6.334284	6.3948026	6.744844	6.517794	6.64741	6.384768	6.425272	6.5396404	6.307936	6.660128	6.549923	6.455575	6.54826	6.4699163	6.766727
1398310_at	11.940388	11.719995	12.047501	11.861291	11.915843	11.899203	11.8762455	11.806473	11.890095	11.948462	12.018622	11.951362	12.016386	11.983942	11.953346	12.009686	11.835867	11.860507	11.806694	11.721913	11.934302	12.059953	12.034442	11.928572	12.014493	11.981775	11.89302	11.839109	11.787245
1398311_a_at	5.0320625	5.544286	4.967932	5.149324	5.078877	5.3044004	5.2056513	5.240417	4.8528905	4.7351108	5.192342	5.184092	4.8215084	4.996677	4.9699345	5.0248423	5.20199	5.121743	5.0815644	5.0900936	5.252761	4.812013	4.862265	4.917151	5.1947317	4.9747906	5.238496	4.9479494	5.0548635
1398312_s_at	3.471233	3.8075294	3.623415	3.7494068	3.6484265	3.5046372	3.5168395	3.4181733	3.704979	3.719524	3.7136006	3.758354	3.707322	3.8154564	3.5528665	3.599247	3.5452325	3.6121333	3.75812	3.4288614	3.5351577	3.4628026	3.4837804	3.9552162	3.4547513	3.4079657	3.479814	3.554843	3.5378368
1398313_a_at	3.5323393	3.5509331	3.2774086	3.6271985	3.5178027	3.328805	3.282528	3.2628856	3.7080374	3.3660088	3.3763423	3.3488076	3.4873552	3.5521626	3.7583177	3.521576	3.687925	3.4975119	4.1225243	3.469258	3.5533807	3.4287596	3.9040048	3.5166836	3.3948088	3.6281087	3.6714063	3.5682042	3.2947562
1398314_at	4.3895965	4.1931424	3.979941	4.3006554	4.1094227	4.3151245	4.360336	4.2271953	4.3085203	3.9717398	4.068023	4.218169	4.195355	4.2462306	4.2842197	4.283035	4.101266	4.2209654	4.225959	4.0015044	4.313216	4.044703	4.3441715	4.155071	4.408884	4.2274365	4.3114147	4.1996465	4.3633513
1398315_at	12.1080065	12.015104	12.4071045	12.079728	12.058583	12.252673	12.048989	12.08898	12.006124	12.050355	11.877629	11.899545	12.228534	11.775402	12.08787	12.040568	12.055536	12.077849	12.081583	11.903931	11.988656	11.98645	11.982764	12.15019	11.950524	12.100307	11.942402	11.936589	11.985554
1398316_at	8.28438	8.08124	8.0872135	8.078955	8.182837	8.33766	8.255892	8.093639	8.005655	7.928879	8.168325	8.252209	8.108673	7.8582816	8.257004	8.303162	8.129534	8.261089	8.186747	8.212759	8.154371	8.072012	8.189646	7.9724836	8.169323	8.11441	8.107817	8.142445	8.200226
1398317_at	9.066493	9.052457	9.032325	8.928032	9.253896	9.141363	9.08141	9.114349	9.107113	9.096515	9.213857	9.23949	9.15286	8.763713	9.151545	9.14404	9.070604	9.059517	8.926983	9.296854	9.359217	9.397205	9.178062	9.111864	9.325853	9.284583	9.223758	9.43659	8.98898
